business_code,name,name.1,customer_code,name.2,source_market_code
PT110005,Dabbah Wala tour of Mumbai,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Day Walk From Kumbhalgarh To Ranakpur,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Explore the Edakkal Caves,Wayanad,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,"Hike, Bike and Yoga tour",Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,High Tea at Imperial,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Experiences of Goa,Goa,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Worli Fishing tour,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Leopard Sighting Jeep Safari (shared Safari),Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Meesapulimal Trek,Munnar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning and afternoon Jeep safaris in the park,Kanha,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tea Tasting Experience,Munnar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Hoysala temples at Belur and Halebid,Hassan,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Hoysala temples at Belur,Belur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Dhar Bhil Village Experience with farm Walk,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Dharamasala and McLeod Ganj Tour,Dharamshala,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Discovering Bombay Tour,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Hoysala temples at Halebid,Halebeedu (Halebidu),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Farm Visit,Deogarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Discover Mussoorie,Mussoorie,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Camel Safari through the ravines to the ruins of Fort Ater,Jarar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Countryside Safari Jeep Safari,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,A Culinary Escape at Mharo Khet (Standard Experience),Jodhpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Camp Fire Dinner,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sunrise Breakfast with Wildlife,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Kangra,Kangra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Day trek to Narkanda,Shimla,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Guided excursion to Thattekad Bird Sanctuary - afternoon,Thattekkad,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Kanyakumari,Kanyakumari,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Explore the Edakal Caves,Sultan Bathery,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning game drive,Pench,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Gulbarga Fort,Kalaburagi (Gulbarga),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Experiences,Amritsar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,The Adbesara Hunting Trail - with Champagne,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Camel Charisma,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,rsion to Tiger Hill and Ghoom Monastery,Darjeeling,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Afternoon Jeep Safari in Bandhavgarh,Bandhavgarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sunset visit to the Taj Mahal,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Visit to Metah Bagh to see the Taj Mahal,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to the Juna Mahal and Deo Somnath Temple,Dungarpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Ranganathittu Bird Sanctuary,Ranganathittu,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Somnathpur,Somnathpura,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tour of Shimla,Shimla,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Explore local area,Rishikesh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Full day historical walking tour - with your guide from Glenburn,Kolkata,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Afternoon Game Drives in Ranthambhore,Ranthambore,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tour of Tiruchirappalli,Trichy (Tiruchirappalli),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Food Walk of Delhi,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Evening Harbour cruise. Private transfer and shared boat.,Kochi (Cochin),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning and Afternoon Game Drives,Corbett,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cycle tour,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Kumarakom Bird Sanctuary,Kumarakom,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half day excursion to the Amber Fort Palace,Jaipur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half Day Jodhpur City Tour,Jodhpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Visit and lunch at Tranquilitea,Coonoor,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Evening cooking demonstration with local BRAHMIN family <<family home>> (VEGETEARIAN MEAL),Jodhpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cooking lesson and meal with a Dera Mandawa family,Jaipur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Jodhpur city tour including a guided walk in the Old City,Jodhpur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Kollukumalai trek from Casa del Fauno,Munnar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sightseeing tour of Bijapur,Vijayapura (Bijapur),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Mysore Full Day Tour,Mysuru (Mysore),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Ghoom Monastery,Darjeeling,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Ride on Darjeeling Himalayan Railway,Darjeeling,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Afternoon jeep safari,Corbett,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tour of Datia and Gwalior,Gwalior,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning Game Drive,Corbett,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Afternoon Jeep safari in the park,Kanha,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Darjeeling tour (markets and museums),Darjeeling,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning and afternoon game drive,Pench,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning and afternoon jeep safaris,Tadoba,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning Jeep safari in the park,Tadoba,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning excursion to Tiger Hill,Darjeeling,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning Jeep Safari in Bandhavgarh,Bandhavgarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Royal Mysore walking tour,Mysuru (Mysore),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Historical Train ride,Narlai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Pink City by E-bicycle,Jaipur,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Morning and afternoon Jeep Safaris in Bandhavgarh,Bandhavgarh,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion around Mahabalipuram by rickshaw,Mamallapuram (Mahabalipuram),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Sightseeing tour of Madurai,Madurai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half Day Udaipur City Tour,Udaipur (RJ),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Discovering  Amritsar (With Partition Museum),Amritsar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Putting to Bed Ceremony,Amritsar,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Ranganathittu Bird Sanctuary and Srirangapatnam,Mysuru (Mysore),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Ranganathittu Bird Sanctuary and Srirangapatnam,Srirangapatna,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to Elephanta Island and city tour of Bombay,Mumbai,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Early Morning Jungle Walk with Forest Guide,Thekkady (Periyar/Kumily),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Excursion to a spice plantation,Thekkady (Periyar/Kumily),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half day city tour of Bikaner,Bikaner,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,City Tour of Pondicherry,Puducherry (Pondicherry),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Day cruise along Keralan backwaters to Thotapally,Alappuzha (Alleppey),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Kathakali Dance Evening,Kochi (Cochin),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Visit to the Taj Mahal,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Cycle tour,Agra,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Discover Ahmedabad,Ahmedabad,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half Day New Delhi City Tour,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,"Half Day Old Delhi City Tour, including guided walk",New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Hope Project walk in Nizamuddin Basti (SUPPLEMENT FOR SUNDAYS),New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110004,Visit to Bateshwar Temples on the River Yamuna,Jarar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Lockhart Tea Trail,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day tour of craftsmen in the old bazaars of Jaipur,Jaipur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Chennai (Madras) city sightseeing,Chennai,ACC0538,"If Only, United Kingdom",GBR
PT110005,Old and New Delhi City Tour,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,"Old and New Delhi City Tour, including guided walk",New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Kumarakom Shikara Boat Cruise,Kumarakom,ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Tanjore City Tour,Thanjavur (Tanjore),ACC1606,"Audley Travel, United Kingdom",DEU
PT110005,Half Day Old Delhi City Tour,New Delhi,ACC1606,"Audley Travel, United Kingdom",DEU
PT110004,Jewish Tour,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tour of Chettinad Mansions,Chettinadu,ACC0538,"If Only, United Kingdom",GBR
PT110004,Walking Tour of Alleppey without lunch,Alappuzha (Alleppey),ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Ajanta,Aurangabad (MH) ,ACC0538,"If Only, United Kingdom",GBR
PT110004,Half day to the Ellora Caves,Aurangabad (MH) ,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning Jeep safari in the park,Kanha,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Sunset point by camel,Jaisalmer,ACC0538,"If Only, United Kingdom",GBR
PT110004,Jaisalmer City Tour on foot,Jaisalmer,ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided Tour of the Temples,Khajuraho,ACC0538,"If Only, United Kingdom",GBR
PT110004,Madurai Rickshaw Tour,Madurai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to Meenakshi Temple 'Going to Bed' Ceremony,Madurai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Guided Tour of Bhopal,Bhopal,ACC0538,"If Only, United Kingdom",GBR
PT110004,Dabbah Wala tour of Mumbai,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Day Walk From Kumbhalgarh To Ranakpur,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Explore the Edakkal Caves,Wayanad,ACC0538,"If Only, United Kingdom",GBR
PT110004,"Hike, Bike and Yoga tour",Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,High Tea at Imperial,New Delhi,ACC0538,"If Only, United Kingdom",GBR
PT110004,Leopard Sighting Jeep Safari (shared Safari),Narlai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Meesapulimal Trek,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Morning and afternoon Jeep safaris in the park,Kanha,ACC0538,"If Only, United Kingdom",GBR
PT110004,Tea Tasting Experience,Munnar,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Hoysala temples at Belur and Halebid,Hassan,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Hoysala temples at Belur,Belur,ACC0538,"If Only, United Kingdom",GBR
PT110004,Dhar Bhil Village Experience with farm Walk,Udaipur (RJ),ACC0538,"If Only, United Kingdom",GBR
PT110004,Dharamasala and McLeod Ganj Tour,Dharamshala,ACC0538,"If Only, United Kingdom",GBR
PT110004,Discovering Bombay Tour,Mumbai,ACC0538,"If Only, United Kingdom",GBR
PT110004,Excursion to the Hoysala temples at Halebid,Halebeedu (Halebidu),ACC0538,"If Only, United Kingdom",GBR
